46.319,2.084,7.957,-9.63,35.892,-51.021,5.662,3.615,28.497,20.553,-12.931,-25.391,0
45.553,-29.434,24.462,18.242,22.84,-29.864,1.489,15.083,-21.037,-2.744,-4.23,-3.297,0
43.412,-53.798,15.775,-63.046,7.636,-17.399,18.543,19.655,2.727,-12.214,-12.577,-17.173,0
46.027,-45.286,2.804,-2.703,10.927,-29.392,-11.064,18.097,-9.623,-5.695,9.97,3.488,0
45.197,-26.018,17.633,-33.506,26.62,-19.867,-5.723,9.185,-21.148,13.069,-11.604,18.774,0
42.474,-41.676,13.703,14.638,-5.68,-19.918,-24.139,-6.589,-9.393,-2.412,-19.5,13.114,0
42.418,13.358,-7.856,47.968,4.742,-21.928,-61.592,-31.313,-13.315,-1.782,-49.178,-3.556,0
38.577,0.118,-17.721,54.163,4.716,3.069,-43.794,-11.149,-0.549,-9.329,-46.913,13.173,0
43.726,-9.304,24.01,16.939,25.107,-18.844,29.412,-1.166,-27.861,-3.062,18.039,29.835,0
46.193,-4.402,-42.034,-24.969,4.14,-40.99,-22.769,-13.299,-19.572,8.098,5.38,17.181,0
45.142,9.019,4.403,17.914,32.139,-30.698,-16.607,-27.325,-4.907,-10.815,-10.668,7.031,0
43.623,-30.133,29.332,30.558,23.111,-24.867,-45.431,-17.5,-1.775,-5.673,-19.685,-15.188,0
47.816,12.151,-0.272,24.88,24.685,-1.122,-10.385,1.321,-15.058,0.056,6.451,-6.557,0
42.393,-25.449,-36.817,12.226,46.805,9.494,4.201,-36.042,21.608,-18.128,6.579,1.363,0
45.654,-20.616,-46.523,15.311,-10.544,-29.922,-46.316,-12.42,14.735,15.441,-31.719,-10.362,0
44.058,-14.504,13.039,-71.66,47.744,66.986,13.017,6.419,26.487,-24.902,14.931,-28.276,0
46.175,-40.63,14.926,16.307,62.875,-53.257,-29.683,-37.284,35.312,15.736,-14.956,-0.231,0
44.727,-29.999,7.841,10.273,82.021,-54.279,-24.06,7.587,7.46,-3.11,-13.379,-7.05,0
45.882,-1.249,-31.742,110.245,8.283,-28.489,-48.888,-6.639,13.953,-6.058,-58.715,-4.2,0
44.47,8.08,29.757,-5.823,54.058,40.653,15.418,-3.098,-2.562,-1.309,46.217,-13.487,0
43.707,36.816,36.268,-5.566,36.987,-35.608,-37.012,-4.506,-25.699,-14.36,6.553,1.748,0
45.19,-46.016,8.478,55.663,48.688,-37.458,-16.747,-12.401,-6.888,-2.592,-11.733,25.556,0
45.688,-53.346,30.538,11.716,31.63,-48.156,-29.078,4.988,-0.029,8.375,18.017,3.909,0
41.175,-21.461,-31.556,94.671,43.938,-64.178,-44.336,9.018,2.261,-12.589,-43.041,9.116,0
35.569,-55.696,-20.129,-31.632,33.162,-56.579,-6.899,-5.7,-47.446,-8.02,22.117,25.444,0
47.749,35.096,-24.119,-6.578,4.203,-39.998,-33.377,-15.665,-20.172,-6.456,2.066,-9.237,0
46.058,28.002,-7.571,-25.101,-15.241,-42.901,-44.512,1.714,-13.209,4.699,14.354,-14.27,0
43.611,-45.635,-10.957,32.445,15.215,-43.253,-16.211,-25.514,-16.459,6.22,-21.315,15.933,0
40.67,-109.942,17.518,-23.422,-3.22,-41.851,-0.643,1.125,-28.466,-5.019,5.949,15.859,0
47.42,11.807,27.341,56.714,20.87,-7.192,-32.31,-19.719,-17.177,-9.213,-32.226,7.057,0
47.281,31.082,40.293,13.284,27.063,-34.514,-13.855,-2.683,-4.397,10.012,9.57,15.524,0
46.884,8.536,-52.711,-2.576,28.604,-45.849,-18.059,-20.431,-15.316,9.334,-14.708,14.204,0
45.707,45.165,17.242,4.193,17.299,-39.335,-15.952,-14.901,5.119,4.809,-6.396,-9.054,0
44.489,-13.679,30.92,-36.11,43.553,-21.738,15.694,-12.851,16.936,4.564,-22.606,-10.66,0
44.545,14.557,12.038,-20.705,7.057,-26.453,-10.279,35.307,-13.617,-32.312,8.044,0.724,0
44.404,-19.774,-0.364,4.761,18.134,-43.432,-13.622,-6.097,-24.618,-12.3,-3.232,13.661,0
44.522,-42.618,-45.268,-7.937,5.031,-49.429,-34.735,15.748,-23.135,-18.701,2.046,10.956,0
42.84,-60.345,-27.558,-16.833,33.738,-47.768,-43.204,-19.821,-11.215,-2.717,-10.855,-0.263,0
41.175,-102.913,-45.199,-49.986,-0.865,-34.991,-36.25,-13.099,-6.68,-6.831,0.024,-0.681,0
46.759,8.802,-25.452,4.316,49.972,-38.814,-29.075,0.167,26.589,5.252,-13.823,-13.845,0
44.667,-7.469,-41.13,-0.388,23.256,-44.011,-35.23,-24.803,23.996,13.105,-14.581,-11.398,0
44.314,-30.068,-81.21,-23.909,12.544,-38.463,-20.79,-3.055,-8.439,-21.004,-2.926,-9.5,0
44.943,25.643,3.104,14.413,20.552,-11.392,-28.128,-21.898,-7.755,4.027,-5.312,-0.477,0
43.667,40.842,-10.124,68.841,30.94,-15.51,-35.027,-21.851,-14.04,-15.327,-37.161,19.066,0
43.455,5.87,30.134,-46.798,34.098,57.14,28.471,14.069,-3.403,-18.727,24.729,1.485,0
45.854,11.78,-17.732,-11.939,23.944,-39.427,-24.318,-3.633,-7.346,4.463,0.373,7.65,0
41.263,-39.832,-8.97,-56.937,6.224,-19.499,-35.265,13.209,14.909,-16.674,-12.398,-2.677,0
48.505,4.965,37.585,10.77,17.382,-42.39,-4.543,-3.273,-6.931,9.97,-1.371,-28.278,0
44.633,-81.46,-43.359,27.883,-28.373,-46.834,-37.234,-26.314,-16.603,-3.881,-25.045,2.541,0
45.942,16.202,-6.521,31.057,20.549,-24.935,-17.717,-10.669,-10.19,-17.952,-44.253,-13.454,0
46.138,21.227,-8.73,19.253,-9.403,-23.854,-34.211,-8.948,35.715,12.291,-24.284,-39.204,0
48.0,-0.151,-4.426,7.322,60.33,-43.442,-7.047,-11.988,29.578,10.665,-17.053,-12.02,0
46.605,11.197,18.826,7.792,46.996,-50.24,-23.617,-0.998,16.771,5.084,-3.472,5.185,0
44.369,-15.834,7.449,-3.663,66.089,-26.185,-18.509,-26.386,-14.529,15.811,-15.252,8.154,0
44.637,-13.61,-35.535,147.702,8.188,-50.976,-60.716,-27.067,7.268,8.096,-67.102,0.755,0
